OrderID,OrderDate,ShippedDate,Freight,CustomerID,CompanyName,Region,Country,ProductID,Quantity,UnitPrice,UnitsInStock,UnitsOnOrder,Discount
10255,2016-07-12,2016-07-15,37.5,RICSU,Richter Supermarkt,Western Europe,Switzerland,59,30,44,79,0,0.0
10256,2016-07-15,2016-07-17,16.75,WELLI,Wellington Importadora,South America,Brazil,53,15,26.2,0,0,0.0
10256,2016-07-15,2016-07-17,16.75,WELLI,Wellington Importadora,South America,Brazil,77,12,10.4,32,0,0.0
10257,2016-07-16,2016-07-22,21.5,HILAA,HILARION-Abastos,South America,Venezuela,27,25,35.1,49,0,0.0
10257,2016-07-16,2016-07-22,21.5,HILAA,HILARION-Abastos,South America,Venezuela,39,6,14.4,69,0,0.0
10257,2016-07-16,2016-07-22,21.5,HILAA,HILARION-Abastos,South America,Venezuela,77,15,10.4,32,0,0.0
10258,2016-07-17,2016-07-23,40.25,ERNSH,Ernst Handel,Western Europe,Austria,2,50,15.2,17,40,0.2
10258,2016-07-17,2016-07-23,40.25,ERNSH,Ernst Handel,Western Europe,Austria,5,65,17,0,0,0.2
10258,2016-07-17,2016-07-23,40.25,ERNSH,Ernst Handel,Western Europe,Austria,32,6,25.6,9,40,0.2
10259,2016-07-18,2016-07-25,12.75,CENTC,Centro comercial Moctezuma,Central America,Mexico,21,10,8,3,40,0.0
10259,2016-07-18,2016-07-25,12.75,CENTC,Centro comercial Moctezuma,Central America,Mexico,37,1,20.8,11,50,0.0
10260,2016-07-19,2016-07-29,35.5,OTTIK,Ottilies Käseladen,Western Europe,Germany,41,16,7.7,85,0,0.25
10260,2016-07-19,2016-07-29,35.5,OTTIK,Ottilies Käseladen,Western Europe,Germany,57,50,15.6,36,0,0.0
10260,2016-07-19,2016-07-29,35.5,OTTIK,Ottilies Käseladen,Western Europe,Germany,62,15,39.4,17,0,0.25
10260,2016-07-19,2016-07-29,35.5,OTTIK,Ottilies Käseladen,Western Europe,Germany,70,21,12,15,10,0.25
10261,2016-07-19,2016-07-30,20,QUEDE,Que Delícia,South America,Brazil,21,20,8,3,40,0.0
10261,2016-07-19,2016-07-30,20,QUEDE,Que Delícia,South America,Brazil,35,20,14.4,20,0,0.0
10262,2016-07-22,2016-07-25,17.25,RATTC,Rattlesnake Canyon Grocery,North America,USA,5,12,17,0,0,0.2
10262,2016-07-22,2016-07-25,17.25,RATTC,Rattlesnake Canyon Grocery,North America,USA,7,15,24,15,0,0.0
10262,2016-07-22,2016-07-25,17.25,RATTC,Rattlesnake Canyon Grocery,North America,USA,56,2,30.4,21,10,0.0
10263,2016-07-23,2016-07-31,56,ERNSH,Ernst Handel,Western Europe,Austria,16,60,13.9,29,0,0.25
10263,2016-07-23,2016-07-31,56,ERNSH,Ernst Handel,Western Europe,Austria,24,28,3.6,20,0,0.0
10263,2016-07-23,2016-07-31,56,ERNSH,Ernst Handel,Western Europe,Austria,30,60,20.7,10,0,0.25
10263,2016-07-23,2016-07-31,56,ERNSH,Ernst Handel,Western Europe,Austria,74,36,8,4,20,0.25
10264,2016-07-24,2016-08-23,25,FOLKO,Folk och fä HB,Northern Europe,Sweden,2,35,15.2,17,40,0.0
10264,2016-07-24,2016-08-23,25,FOLKO,Folk och fä HB,Northern Europe,Sweden,41,25,7.7,85,0,0.15
10265,2016-07-25,2016-08-12,22.5,BLONP,Blondesddsl père et fils,Western Europe,France,17,30,31.2,0,0,0.0
10265,2016-07-25,2016-08-12,22.5,BLONP,Blondesddsl père et fils,Western Europe,France,70,20,12,15,10,0.0
10266,2016-07-26,2016-07-31,13,WARTH,Wartian Herkku,Scandinavia,Finland,12,12,30.4,86,0,0.05
10267,2016-07-29,2016-08-06,43.75,FRANK,Frankenversand,Western Europe,Germany,40,50,14.7,123,0,0.0
10267,2016-07-29,2016-08-06,43.75,FRANK,Frankenversand,Western Europe,Germany,59,70,44,79,0,0.15
10267,2016-07-29,2016-08-06,43.75,FRANK,Frankenversand,Western Europe,Germany,76,15,14.4,57,0,0.15
10268,2016-07-30,2016-08-02,13.5,GROSR,GROSELLA-Restaurante,South America,Venezuela,29,10,99,0,0,0.0
10268,2016-07-30,2016-08-02,13.5,GROSR,GROSELLA-Restaurante,South America,Venezuela,72,4,27.8,14,0,0.0
10269,2016-07-31,2016-08-09,30,WHITC,White Clover Markets,North America,USA,33,60,2,112,0,0.05
10269,2016-07-31,2016-08-09,30,WHITC,White Clover Markets,North America,USA,72,20,27.8,14,0,0.05
10270,2016-08-01,2016-08-02,23.75,WARTH,Wartian Herkku,Scandinavia,Finland,36,30,15.2,112,0,0.0
10270,2016-08-01,2016-08-02,23.75,WARTH,Wartian Herkku,Scandinavia,Finland,43,25,36.8,17,10,0.0
10271,2016-08-01,2016-08-30,16,SPLIR,Split Rail Beer & Ale,North America,USA,33,24,2,112,0,0.0
10272,2016-08-02,2016-08-06,27.5,RATTC,Rattlesnake Canyon Grocery,North America,USA,20,6,64.8,40,0,0.0
10272,2016-08-02,2016-08-06,27.5,RATTC,Rattlesnake Canyon Grocery,North America,USA,31,40,10,0,70,0.0
10272,2016-08-02,2016-08-06,27.5,RATTC,Rattlesnake Canyon Grocery,North America,USA,72,24,27.8,14,0,0.0
10273,2016-08-05,2016-08-12,48,QUICK,QUICK-Stop,Western Europe,Germany,10,24,24.8,31,0,0.05
10273,2016-08-05,2016-08-12,48,QUICK,QUICK-Stop,Western Europe,Germany,31,15,10,0,70,0.05
10273,2016-08-05,2016-08-12,48,QUICK,QUICK-Stop,Western Europe,Germany,33,20,2,112,0,0.0
10273,2016-08-05,2016-08-12,48,QUICK,QUICK-Stop,Western Europe,Germany,40,60,14.7,123,0,0.05
10273,2016-08-05,2016-08-12,48,QUICK,QUICK-Stop,Western Europe,Germany,76,33,14.4,57,0,0.05
10274,2016-08-06,2016-08-16,16.75,VINET,Vins et alcools Chevalier,Western Europe,France,71,20,17.2,26,0,0.0
10274,2016-08-06,2016-08-16,16.75,VINET,Vins et alcools Chevalier,Western Europe,France,72,7,27.8,14,0,0.0
10275,2016-08-07,2016-08-09,14.5,MAGAA,Magazzini Alimentari Riuniti,Southern Europe,Italy,24,12,3.6,20,0,0.05
10275,2016-08-07,2016-08-09,14.5,MAGAA,Magazzini Alimentari Riuniti,Southern Europe,Italy,59,6,44,79,0,0.05
10276,2016-08-08,2016-08-14,16.25,TORTU,Tortuga Restaurante,Central America,Mexico,10,15,24.8,31,0,0.0
10276,2016-08-08,2016-08-14,16.25,TORTU,Tortuga Restaurante,Central America,Mexico,13,10,4.8,24,0,0.0
10277,2016-08-09,2016-08-13,18,MORGK,Morgenstern Gesundkost,Western Europe,Germany,28,20,36.4,26,0,0.0
10277,2016-08-09,2016-08-13,18,MORGK,Morgenstern Gesundkost,Western Europe,Germany,62,12,39.4,17,0,0.0
10278,2016-08-12,2016-08-16,26,BERGS,Berglunds snabbköp,Northern Europe,Sweden,44,16,15.5,27,0,0.0
10278,2016-08-12,2016-08-16,26,BERGS,Berglunds snabbköp,Northern Europe,Sweden,59,15,44,79,0,0.0
10278,2016-08-12,2016-08-16,26,BERGS,Berglunds snabbköp,Northern Europe,Sweden,63,8,35.1,24,0,0.0
10278,2016-08-12,2016-08-16,26,BERGS,Berglunds snabbköp,Northern Europe,Sweden,73,25,12,101,0,0.0
10279,2016-08-13,2016-08-16,13.75,LEHMS,Lehmanns Marktstand,Western Europe,Germany,17,15,31.2,0,0,0.25
10280,2016-08-14,2016-09-12,25.5,BERGS,Berglunds snabbköp,Northern Europe,Sweden,24,12,3.6,20,0,0.0
10280,2016-08-14,2016-09-12,25.5,BERGS,Berglunds snabbköp,Northern Europe,Sweden,55,20,19.2,115,0,0.0
10280,2016-08-14,2016-09-12,25.5,BERGS,Berglunds snabbköp,Northern Europe,Sweden,75,30,6.2,125,0,0.0
10281,2016-08-14,2016-08-21,12.75,ROMEY,Romero y tomillo,Southern Europe,Spain,19,1,7.3,25,0,0.0
10281,2016-08-14,2016-08-21,12.75,ROMEY,Romero y tomillo,Southern Europe,Spain,24,6,3.6,20,0,0.0
10281,2016-08-14,2016-08-21,12.75,ROMEY,Romero y tomillo,Southern Europe,Spain,35,4,14.4,20,0,0.0
10282,2016-08-15,2016-08-21,12,ROMEY,Romero y tomillo,Southern Europe,Spain,30,6,20.7,10,0,0.0
10282,2016-08-15,2016-08-21,12,ROMEY,Romero y tomillo,Southern Europe,Spain,57,2,15.6,36,0,0.0
10283,2016-08-16,2016-08-23,29,LILAS,LILA-Supermercado,South America,Venezuela,15,20,12.4,39,0,0.0
10283,2016-08-16,2016-08-23,29,LILAS,LILA-Supermercado,South America,Venezuela,19,18,7.3,25,0,0.0
10283,2016-08-16,2016-08-23,29,LILAS,LILA-Supermercado,South America,Venezuela,60,35,27.2,19,0,0.0
10283,2016-08-16,2016-08-23,29,LILAS,LILA-Supermercado,South America,Venezuela,72,3,27.8,14,0,0.0
10284,2016-08-19,2016-08-27,25.25,LEHMS,Lehmanns Marktstand,Western Europe,Germany,27,15,35.1,49,0,0.25
10284,2016-08-19,2016-08-27,25.25,LEHMS,Lehmanns Marktstand,Western Europe,Germany,44,21,15.5,27,0,0.0
10284,2016-08-19,2016-08-27,25.25,LEHMS,Lehmanns Marktstand,Western Europe,Germany,60,20,27.2,19,0,0.25
10284,2016-08-19,2016-08-27,25.25,LEHMS,Lehmanns Marktstand,Western Europe,Germany,67,5,11.2,52,0,0.25
10285,2016-08-20,2016-08-26,40.25,QUICK,QUICK-Stop,Western Europe,Germany,1,45,14.4,39,0,0.2
10285,2016-08-20,2016-08-26,40.25,QUICK,QUICK-Stop,Western Europe,Germany,40,40,14.7,123,0,0.2
10285,2016-08-20,2016-08-26,40.25,QUICK,QUICK-Stop,Western Europe,Germany,53,36,26.2,0,0,0.2
10286,2016-08-21,2016-08-30,45,QUICK,QUICK-Stop,Western Europe,Germany,35,100,14.4,20,0,0.0
10286,2016-08-21,2016-08-30,45,QUICK,QUICK-Stop,Western Europe,Germany,62,40,39.4,17,0,0.0
10287,2016-08-22,2016-08-28,28.75,RICAR,Ricardo Adocicados,South America,Brazil,16,40,13.9,29,0,0.15
10287,2016-08-22,2016-08-28,28.75,RICAR,Ricardo Adocicados,South America,Brazil,34,20,11.2,111,0,0.0
10287,2016-08-22,2016-08-28,28.75,RICAR,Ricardo Adocicados,South America,Brazil,46,15,9.6,95,0,0.15
10288,2016-08-23,2016-09-03,13.25,REGGC,Reggiani Caseifici,Southern Europe,Italy,54,10,5.9,21,0,0.1
10288,2016-08-23,2016-09-03,13.25,REGGC,Reggiani Caseifici,Southern Europe,Italy,68,3,10,6,10,0.1
10289,2016-08-26,2016-08-28,19.75,BSBEV,B's Beverages,British Isles,UK,3,30,8,13,70,0.0
10289,2016-08-26,2016-08-28,19.75,BSBEV,B's Beverages,British Isles,UK,64,9,26.6,22,80,0.0
10290,2016-08-27,2016-09-03,25,COMMI,Comércio Mineiro,South America,Brazil,5,20,17,0,0,0.0
10290,2016-08-27,2016-09-03,25,COMMI,Comércio Mineiro,South America,Brazil,29,15,99,0,0,0.0
10290,2016-08-27,2016-09-03,25,COMMI,Comércio Mineiro,South America,Brazil,49,15,16,10,60,0.0
10290,2016-08-27,2016-09-03,25,COMMI,Comércio Mineiro,South America,Brazil,77,10,10.4,32,0,0.0
10291,2016-08-27,2016-09-04,21.5,QUEDE,Que Delícia,South America,Brazil,13,20,4.8,24,0,0.1
10291,2016-08-27,2016-09-04,21.5,QUEDE,Que Delícia,South America,Brazil,44,24,15.5,27,0,0.1
10291,2016-08-27,2016-09-04,21.5,QUEDE,Que Delícia,South America,Brazil,51,2,42.4,20,0,0.1
10292,2016-08-28,2016-09-02,15,TRADH,Tradição Hipermercados,South America,Brazil,20,20,64.8,40,0,0.0
10293,2016-08-29,2016-09-11,18.25,TORTU,Tortuga Restaurante,Central America,Mexico,18,12,50,42,0,0.0
10293,2016-08-29,2016-09-11,18.25,TORTU,Tortuga Restaurante,Central America,Mexico,24,10,3.6,20,0,0.0
10293,2016-08-29,2016-09-11,18.25,TORTU,Tortuga Restaurante,Central America,Mexico,63,5,35.1,24,0,0.0
10293,2016-08-29,2016-09-11,18.25,TORTU,Tortuga Restaurante,Central America,Mexico,75,6,6.2,125,0,0.0
10294,2016-08-30,2016-09-05,28.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,1,18,14.4,39,0,0.0
10294,2016-08-30,2016-09-05,28.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,17,15,31.2,0,0,0.0
10294,2016-08-30,2016-09-05,28.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,43,15,36.8,17,10,0.0
10294,2016-08-30,2016-09-05,28.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,60,21,27.2,19,0,0.0
10294,2016-08-30,2016-09-05,28.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,75,6,6.2,125,0,0.0
10295,2016-09-02,2016-09-10,11,VINET,Vins et alcools Chevalier,Western Europe,France,56,4,30.4,21,10,0.0
10296,2016-09-03,2016-09-11,24.25,LILAS,LILA-Supermercado,South America,Venezuela,11,12,16.8,22,30,0.0
10296,2016-09-03,2016-09-11,24.25,LILAS,LILA-Supermercado,South America,Venezuela,16,30,13.9,29,0,0.0
10296,2016-09-03,2016-09-11,24.25,LILAS,LILA-Supermercado,South America,Venezuela,69,15,28.8,26,0,0.0
10297,2016-09-04,2016-09-10,30,BLONP,Blondesddsl père et fils,Western Europe,France,39,60,14.4,69,0,0.0
10297,2016-09-04,2016-09-10,30,BLONP,Blondesddsl père et fils,Western Europe,France,72,20,27.8,14,0,0.0
10298,2016-09-05,2016-09-11,41.25,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,2,40,15.2,17,40,0.0
10298,2016-09-05,2016-09-11,41.25,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,36,40,15.2,112,0,0.25
10298,2016-09-05,2016-09-11,41.25,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,59,30,44,79,0,0.25
10298,2016-09-05,2016-09-11,41.25,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,62,15,39.4,17,0,0.0
10299,2016-09-06,2016-09-13,18.75,RICAR,Ricardo Adocicados,South America,Brazil,19,15,7.3,25,0,0.0
10299,2016-09-06,2016-09-13,18.75,RICAR,Ricardo Adocicados,South America,Brazil,70,20,12,15,10,0.0
10300,2016-09-09,2016-09-18,22.5,MAGAA,Magazzini Alimentari Riuniti,Southern Europe,Italy,66,30,13.6,4,100,0.0
10300,2016-09-09,2016-09-18,22.5,MAGAA,Magazzini Alimentari Riuniti,Southern Europe,Italy,68,20,10,6,10,0.0
10301,2016-09-09,2016-09-17,17.5,WANDK,Die Wandernde Kuh,Western Europe,Germany,40,10,14.7,123,0,0.0
10301,2016-09-09,2016-09-17,17.5,WANDK,Die Wandernde Kuh,Western Europe,Germany,56,20,30.4,21,10,0.0
10302,2016-09-10,2016-10-09,30,SUPRD,Suprêmes délices,Western Europe,Belgium,17,40,31.2,0,0,0.0
10302,2016-09-10,2016-10-09,30,SUPRD,Suprêmes délices,Western Europe,Belgium,28,28,36.4,26,0,0.0
10302,2016-09-10,2016-10-09,30,SUPRD,Suprêmes délices,Western Europe,Belgium,43,12,36.8,17,10,0.0
10303,2016-09-11,2016-09-18,31.25,GODOS,Godos Cocina Típica,Southern Europe,Spain,40,40,14.7,123,0,0.1
10303,2016-09-11,2016-09-18,31.25,GODOS,Godos Cocina Típica,Southern Europe,Spain,65,30,16.8,76,0,0.1
10303,2016-09-11,2016-09-18,31.25,GODOS,Godos Cocina Típica,Southern Europe,Spain,68,15,10,6,10,0.1
10304,2016-09-12,2016-09-17,20.5,TORTU,Tortuga Restaurante,Central America,Mexico,49,30,16,10,60,0.0
10304,2016-09-12,2016-09-17,20.5,TORTU,Tortuga Restaurante,Central America,Mexico,59,10,44,79,0,0.0
10304,2016-09-12,2016-09-17,20.5,TORTU,Tortuga Restaurante,Central America,Mexico,71,2,17.2,26,0,0.0
10305,2016-09-13,2016-10-09,30,OLDWO,Old World Delicatessen,North America,USA,18,25,50,42,0,0.1
10305,2016-09-13,2016-10-09,30,OLDWO,Old World Delicatessen,North America,USA,29,25,99,0,0,0.1
10305,2016-09-13,2016-10-09,30,OLDWO,Old World Delicatessen,North America,USA,39,30,14.4,69,0,0.1
10306,2016-09-16,2016-09-23,16.25,ROMEY,Romero y tomillo,Southern Europe,Spain,30,10,20.7,10,0,0.0
10306,2016-09-16,2016-09-23,16.25,ROMEY,Romero y tomillo,Southern Europe,Spain,53,10,26.2,0,0,0.0
10306,2016-09-16,2016-09-23,16.25,ROMEY,Romero y tomillo,Southern Europe,Spain,54,5,5.9,21,0,0.0
10307,2016-09-17,2016-09-25,13.25,LONEP,Lonesome Pine Restaurant,North America,USA,62,10,39.4,17,0,0.0
10307,2016-09-17,2016-09-25,13.25,LONEP,Lonesome Pine Restaurant,North America,USA,68,3,10,6,10,0.0
10308,2016-09-18,2016-09-24,11.5,ANATR,Ana Trujillo Emparedados y helados,Central America,Mexico,69,1,28.8,26,0,0.0
10308,2016-09-18,2016-09-24,11.5,ANATR,Ana Trujillo Emparedados y helados,Central America,Mexico,70,5,12,15,10,0.0
10309,2016-09-19,2016-10-23,28.75,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,4,20,17.6,53,0,0.0
10309,2016-09-19,2016-10-23,28.75,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,6,30,20,120,0,0.0
10309,2016-09-19,2016-10-23,28.75,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,42,2,11.2,26,0,0.0
10309,2016-09-19,2016-10-23,28.75,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,43,20,36.8,17,10,0.0
10309,2016-09-19,2016-10-23,28.75,HUNGO,Hungry Owl All-Night Grocers,British Isles,Ireland,71,3,17.2,26,0,0.0
10310,2016-09-20,2016-09-27,13.75,THEBI,The Big Cheese,North America,USA,16,10,13.9,29,0,0.0
10310,2016-09-20,2016-09-27,13.75,THEBI,The Big Cheese,North America,USA,62,5,39.4,17,0,0.0
10311,2016-09-20,2016-09-26,13.25,DUMON,Du monde entier,Western Europe,France,42,6,11.2,26,0,0.0
10311,2016-09-20,2016-09-26,13.25,DUMON,Du monde entier,Western Europe,France,69,7,28.8,26,0,0.0
10312,2016-09-23,2016-10-03,24.5,WANDK,Die Wandernde Kuh,Western Europe,Germany,28,4,36.4,26,0,0.0
10312,2016-09-23,2016-10-03,24.5,WANDK,Die Wandernde Kuh,Western Europe,Germany,43,24,36.8,17,10,0.0
10312,2016-09-23,2016-10-03,24.5,WANDK,Die Wandernde Kuh,Western Europe,Germany,53,20,26.2,0,0,0.0
10312,2016-09-23,2016-10-03,24.5,WANDK,Die Wandernde Kuh,Western Europe,Germany,75,10,6.2,125,0,0.0
10313,2016-09-24,2016-10-04,13,QUICK,QUICK-Stop,Western Europe,Germany,36,12,15.2,112,0,0.0
10314,2016-09-25,2016-10-04,33.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,32,40,25.6,9,40,0.1
10314,2016-09-25,2016-10-04,33.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,58,30,10.6,62,0,0.1
10314,2016-09-25,2016-10-04,33.75,RATTC,Rattlesnake Canyon Grocery,North America,USA,62,25,39.4,17,0,0.1
10315,2016-09-26,2016-10-03,21,ISLAT,Island Trading,British Isles,UK,34,14,11.2,111,0,0.0
10315,2016-09-26,2016-10-03,21,ISLAT,Island Trading,British Isles,UK,70,30,12,15,10,0.0
10316,2016-09-27,2016-10-08,30,RATTC,Rattlesnake Canyon Grocery,North America,USA,41,10,7.7,85,0,0.0
10316,2016-09-27,2016-10-08,30,RATTC,Rattlesnake Canyon Grocery,North America,USA,62,70,39.4,17,0,0.0
10317,2016-09-30,2016-10-10,15,LONEP,Lonesome Pine Restaurant,North America,USA,1,20,14.4,39,0,0.0
10318,2016-10-01,2016-10-04,16.5,ISLAT,Island Trading,British Isles,UK,41,20,7.7,85,0,0.0
10318,2016-10-01,2016-10-04,16.5,ISLAT,Island Trading,British Isles,UK,76,6,14.4,57,0,0.0
10319,2016-10-02,2016-10-11,23,TORTU,Tortuga Restaurante,Central America,Mexico,17,8,31.2,0,0,0.0
10319,2016-10-02,2016-10-11,23,TORTU,Tortuga Restaurante,Central America,Mexico,28,14,36.4,26,0,0.0
10319,2016-10-02,2016-10-11,23,TORTU,Tortuga Restaurante,Central America,Mexico,76,30,14.4,57,0,0.0
10320,2016-10-03,2016-10-18,17.5,WARTH,Wartian Herkku,Scandinavia,Finland,71,30,17.2,26,0,0.0
10321,2016-10-03,2016-10-11,12.5,ISLAT,Island Trading,British Isles,UK,35,10,14.4,20,0,0.0
10322,2016-10-04,2016-10-23,15,PERIC,Pericles Comidas clásicas,Central America,Mexico,52,20,5.6,38,0,0.0
10323,2016-10-07,2016-10-14,13.25,KOENE,Königlich Essen,Western Europe,Germany,15,5,12.4,39,0,0.0
10323,2016-10-07,2016-10-14,13.25,KOENE,Königlich Essen,Western Europe,Germany,25,4,11.2,76,0,0.0
10323,2016-10-07,2016-10-14,13.25,KOENE,Königlich Essen,Western Europe,Germany,39,4,14.4,69,0,0.0
10324,2016-10-08,2016-10-10,70.25,SAVEA,Save-a-lot Markets,North America,USA,16,21,13.9,29,0,0.15
10324,2016-10-08,2016-10-10,70.25,SAVEA,Save-a-lot Markets,North America,USA,35,70,14.4,20,0,0.15
10324,2016-10-08,2016-10-10,70.25,SAVEA,Save-a-lot Markets,North America,USA,46,30,9.6,95,0,0.0
10324,2016-10-08,2016-10-10,70.25,SAVEA,Save-a-lot Markets,North America,USA,59,40,44,79,0,0.15
10324,2016-10-08,2016-10-10,70.25,SAVEA,Save-a-lot Markets,North America,USA,63,80,35.1,24,0,0.15
10325,2016-10-09,2016-10-14,27.75,KOENE,Königlich Essen,Western Europe,Germany,6,6,20,120,0,0.0
10325,2016-10-09,2016-10-14,27.75,KOENE,Königlich Essen,Western Europe,Germany,13,12,4.8,24,0,0.0
10325,2016-10-09,2016-10-14,27.75,KOENE,Königlich Essen,Western Europe,Germany,14,9,18.6,35,0,0.0
10325,2016-10-09,2016-10-14,27.75,KOENE,Königlich Essen,Western Europe,Germany,31,4,10,0,70,0.0
10325,2016-10-09,2016-10-14,27.75,KOENE,Königlich Essen,Western Europe,Germany,72,40,27.8,14,0,0.0
10326,2016-10-10,2016-10-14,32.5,BOLID,Bólido Comidas preparadas,Southern Europe,Spain,4,24,17.6,53,0,0.0
10326,2016-10-10,2016-10-14,32.5,BOLID,Bólido Comidas preparadas,Southern Europe,Spain,57,16,15.6,36,0,0.0
10326,2016-10-10,2016-10-14,32.5,BOLID,Bólido Comidas preparadas,Southern Europe,Spain,75,50,6.2,125,0,0.0
10327,2016-10-11,2016-10-14,45,FOLKO,Folk och fä HB,Northern Europe,Sweden,2,25,15.2,17,40,0.2
10327,2016-10-11,2016-10-14,45,FOLKO,Folk och fä HB,Northern Europe,Sweden,11,50,16.8,22,30,0.2
10327,2016-10-11,2016-10-14,45,FOLKO,Folk och fä HB,Northern Europe,Sweden,30,35,20.7,10,0,0.2
10327,2016-10-11,2016-10-14,45,FOLKO,Folk och fä HB,Northern Europe,Sweden,58,30,10.6,62,0,0.2
10328,2016-10-14,2016-10-17,24.75,FURIB,Furia Bacalhau e Frutos do Mar,Southern Europe,Portugal,59,9,44,79,0,0.0
10328,2016-10-14,2016-10-17,24.75,FURIB,Furia Bacalhau e Frutos do Mar,Southern Europe,Portugal,65,40,16.8,76,0,0.0
10328,2016-10-14,2016-10-17,24.75,FURIB,Furia Bacalhau e Frutos do Mar,Southern Europe,Portugal,68,10,10,6,10,0.0
10329,2016-10-15,2016-10-23,22.5,SPLIR,Split Rail Beer & Ale,North America,USA,19,10,7.3,25,0,0.05
10329,2016-10-15,2016-10-23,22.5,SPLIR,Split Rail Beer & Ale,North America,USA,30,8,20.7,10,0,0.05
10329,2016-10-15,2016-10-23,22.5,SPLIR,Split Rail Beer & Ale,North America,USA,38,20,210.8,17,0,0.05
10329,2016-10-15,2016-10-23,22.5,SPLIR,Split Rail Beer & Ale,North America,USA,56,12,30.4,21,10,0.05
10330,2016-10-16,2016-10-28,28.75,LILAS,LILA-Supermercado,South America,Venezuela,26,50,24.9,15,0,0.15
10330,2016-10-16,2016-10-28,28.75,LILAS,LILA-Supermercado,South America,Venezuela,72,25,27.8,14,0,0.15
10331,2016-10-16,2016-10-21,13.75,BONAP,Bon app',Western Europe,France,54,15,5.9,21,0,0.0
10332,2016-10-17,2016-10-21,26.5,MEREP,Mère Paillarde,North America,Canada,18,40,50,42,0,0.2
